buurtcode,buurtnaam,wijkcode,bevolkingsdichtheid_inwoners_per_km2,aantal_inwoners,mannen,vrouwen,percentage_personen_0_tot_15_jaar,percentage_personen_15_tot_25_jaar,percentage_personen_25_tot_45_jaar,percentage_personen_45_tot_65_jaar,percentage_personen_65_jaar_en_ouder,percentage_ongehuwd,percentage_gehuwd,percentage_gescheid,percentage_verweduwd,geboortes_per_1000_inwoners,aantal_huishoudens,percentage_eenpersoonshuishoudens,percentage_huishoudens_zonder_kinderen,percentage_huishoudens_met_kinderen,gemiddelde_huishoudsgrootte,percentage_westerse_migratieachtergrond,percentage_niet_westerse_migratieachtergrond,percentage_uit_marokko,percentage_uit_nederlandse_antillen_en_aruba,percentage_uit_suriname,percentage_uit_turkije,percentage_overige_nietwestersemigratieachtergrond,aantal_bedrijven_landbouw_bosbouw_visserij,aantal_bedrijven_nijverheid_energie,aantal_bedrijven_handel_en_horeca,aantal_bedrijven_vervoer_informatie_communicatie,aantal_bedrijven_financieel_onroerend_goed,aantal_bedrijven_zakelijke_dienstverlening,aantal_bedrijven_overheid_onderwijs_en_zorg,aantal_bedrijven_cultuur_recreatie_overige,aantal_bedrijfsvestigingen,woningvoorraad,gemiddelde_woningwaarde,percentage_eengezinswoning,percentage_meergezinswoning,percentage_bewoond,percentage_koopwoningen,percentage_huurwoningen,perc_huurwoningen_in_bezit_woningcorporaties,perc_huurwoningen_in_bezit_overige_verhuurders,percentage_woningen_met_eigendom_onbekend,percentage_bouwjaarklasse_tot_2000,percentage_bouwjaarklasse_vanaf_2000,percentage_leegstand_woningen,personenautos_totaal,personenautos_per_huishouden,personenautos_per_km2,motortweewielers_totaal,aantal_personenautos_met_brandstof_benzine,aantal_personenautos_met_overige_brandstof,huisartsenpraktijk_gemiddelde_afstand_in_km,huisartsenpraktijk_gemiddeld_aantal_binnen_1_km,huisartsenpraktijk_gemiddeld_aantal_binnen_3_km,huisartsenpraktijk_gemiddeld_aantal_binnen_5_km,apotheek_gemiddelde_afstand_in_km,grote_supermarkt_gemiddelde_afstand_in_km,grote_supermarkt_gemiddeld_aantal_binnen_1_km,grote_supermarkt_gemiddeld_aantal_binnen_3_km,grote_supermarkt_gemiddeld_aantal_binnen_5_km,winkels_ov_dagelijkse_levensm_gem_afst_in_km,winkels_ov_dagel_levensm_gem_aantal_binnen_1_km,winkels_ov_dagel_levensm_gem_aantal_binnen_3_km,winkels_ov_dagel_levensm_gem_aantal_binnen_5_km,warenhuis_gemiddelde_afstand_in_km,warenhuis_gemiddeld_aantal_binnen_5_km,warenhuis_gemiddeld_aantal_binnen_10_km,warenhuis_gemiddeld_aantal_binnen_20_km,cafe_gemiddelde_afstand_in_km,cafe_gemiddeld_aantal_binnen_1_km,cafe_gemiddeld_aantal_binnen_3_km,cafe_gemiddeld_aantal_binnen_5_km,cafetaria_gemiddelde_afstand_in_km,cafetaria_gemiddeld_aantal_binnen_1_km,cafetaria_gemiddeld_aantal_binnen_3_km,cafetaria_gemiddeld_aantal_binnen_5_km,restaurant_gemiddelde_afstand_in_km,restaurant_gemiddeld_aantal_binnen_1_km,restaurant_gemiddeld_aantal_binnen_3_km,restaurant_gemiddeld_aantal_binnen_5_km,hotel_gemiddelde_afstand_in_km,hotel_gemiddeld_aantal_binnen_5_km,hotel_gemiddeld_aantal_binnen_10_km,hotel_gemiddeld_aantal_binnen_20_km,kinderdagverblijf_gemiddelde_afstand_in_km,kinderdagverblijf_gemiddeld_aantal_binnen_1_km,kinderdagverblijf_gemiddeld_aantal_binnen_3_km,kinderdagverblijf_gemiddeld_aantal_binnen_5_km,buitenschoolse_opvang_gem_afstand_in_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_1_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_3_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_5_km,basisonderwijs_gemiddelde_afstand_in_km,basisonderwijs_gemiddeld_aantal_binnen_1_km,basisonderwijs_gemiddeld_aantal_binnen_3_km,basisonderwijs_gemiddeld_aantal_binnen_5_km,voortgezet_onderwijs_gem_afstand_in_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_3_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_5_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_10_km,vmbo_gemiddelde_afstand_in_km,vmbo_gemiddeld_aantal_binnen_3_km,vmbo_gemiddeld_aantal_binnen_5_km,vmbo_gemiddeld_aantal_binnen_10_km,havo_vwo_gemiddelde_afstand_in_km,havo_vwo_gemiddeld_aantal_binnen_3_km,havo_vwo_gemiddeld_aantal_binnen_5_km,havo_vwo_gemiddeld_aantal_binnen_10_km,brandweerkazerne_gemiddelde_afstand_in_km,zwembad_gemiddelde_afstand_in_km,kunstijsbaan_gemiddelde_afstand_in_km,bibliotheek_gemiddelde_afstand_in_km,bioscoop_gemiddelde_afstand_in_km,bioscoop_gemiddeld_aantal_binnen_5_km,bioscoop_gemiddeld_aantal_binnen_10_km,bioscoop_gemiddeld_aantal_binnen_20_km,sauna_gemiddelde_afstand_in_km,zonnebank_gemiddelde_afstand_in_km,attractiepark_gemiddelde_afstand_in_km,attractiepark_gemiddeld_aantal_binnen_10_km,attractiepark_gemiddeld_aantal_binnen_20_km,attractiepark_gemiddeld_aantal_binnen_50_km,wijknaam
BU03635501,De Eenhoorn,WK036355,15367.0,2765.0,1460.0,1305.0,8.0,25.0,54.0,10.0,2.0,86.0,8.0,5.0,0.0,15.0,1760.0,79.0,15.0,6.0,1.3,23.0,37.0,6.0,2.0,7.0,2.0,21.0,0.0,15.0,30.0,60.0,25.0,95.0,35.0,40.0,310.0,1367.0,273.0,1.0,99.0,93.0,1.0,99.0,36.0,63.0,0.0,53.0,47.0,7.0,290.0,0.2,1643.0,45.0,215.0,75.0,0.5,1.7,49.1,96.6,0.8,0.3,3.9,65.1,126.9,0.3,15.1,278.2,758.9,1.9,10.9,23.0,31.1,0.8,4.5,147.7,533.1,0.2,12.3,208.6,683.7,0.2,27.1,549.3,1630.0,0.2,356.8,438.9,501.9,0.6,5.9,114.5,205.6,0.6,4.9,56.6,117.4,0.8,1.6,30.0,74.2,0.4,19.4,39.6,78.8,0.7,13.6,24.6,58.0,0.4,9.7,27.6,52.8,0.8,0.9,2.4,1.4,2.0,7.4,14.0,17.0,2.3,0.9,2.5,8.0,16.0,67.0,Frankendael
BU03635502,Julianapark,WK036355,5744.0,1035.0,525.0,505.0,9.0,5.0,56.0,17.0,13.0,70.0,22.0,6.0,2.0,17.0,600.0,47.0,39.0,14.0,1.7,26.0,17.0,1.0,0.0,3.0,2.0,11.0,0.0,15.0,45.0,40.0,120.0,65.0,30.0,20.0,330.0,610.0,436.0,17.0,83.0,95.0,13.0,87.0,14.0,73.0,0.0,69.0,31.0,5.0,255.0,0.4,1370.0,20.0,205.0,50.0,0.7,1.8,39.9,84.4,1.2,1.0,0.6,45.9,110.7,0.4,4.0,191.2,618.1,2.6,9.2,23.0,31.3,1.2,0.3,71.6,463.2,0.4,6.4,131.3,577.2,0.4,7.2,327.7,1352.0,0.3,314.2,436.1,500.3,0.5,1.9,91.4,187.4,0.5,2.4,46.6,107.1,1.1,0.1,24.5,67.7,0.9,16.4,36.3,76.9,1.0,11.5,22.4,56.6,1.0,8.6,25.0,51.7,1.1,1.5,2.3,1.9,2.7,7.0,14.0,16.4,2.6,1.4,3.2,8.0,16.0,66.4,Frankendael
BU03635503,Don Bosco,WK036355,13175.0,2105.0,1060.0,1045.0,16.0,11.0,35.0,25.0,14.0,66.0,25.0,6.0,2.0,13.0,1055.0,47.0,24.0,30.0,2.0,20.0,19.0,7.0,1.0,3.0,1.0,8.0,0.0,20.0,45.0,30.0,25.0,130.0,80.0,95.0,425.0,1000.0,529.0,14.0,86.0,94.0,41.0,59.0,30.0,29.0,0.0,99.0,1.0,6.0,595.0,0.6,3781.0,40.0,440.0,150.0,0.3,7.9,45.7,87.0,0.8,0.3,9.5,54.3,113.1,0.2,32.6,218.2,655.2,1.3,9.1,23.0,31.3,0.4,7.8,94.6,493.8,0.4,16.0,148.0,616.0,0.2,46.0,370.0,1423.0,0.7,343.2,435.8,499.3,0.2,11.3,103.9,185.0,0.2,9.9,57.5,107.8,0.7,5.0,30.4,67.3,0.4,16.1,34.2,77.3,0.8,11.8,20.6,57.3,0.4,8.7,23.0,52.0,1.1,1.4,1.8,0.7,2.1,7.0,14.0,18.5,1.7,0.3,2.3,8.0,16.0,67.0,Frankendael
BU03635504,Frankendael,WK036355,52.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,10.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,8.8,43.5,83.9,0.7,0.3,8.4,48.2,107.4,0.2,33.8,198.8,613.1,1.4,9.0,22.2,31.9,0.2,5.3,82.1,472.3,0.1,16.8,135.2,583.8,0.1,41.2,330.8,1329.0,0.8,318.8,433.9,500.2,0.2,15.5,98.3,177.9,0.3,11.8,55.9,105.0,0.4,5.5,29.0,65.9,0.3,15.6,32.8,76.3,0.3,11.5,20.5,56.3,0.8,8.5,22.4,51.6,1.2,1.5,1.3,0.8,2.3,7.0,14.0,18.2,1.4,0.4,2.4,8.0,16.0,67.0,Frankendael
BU03635505,Tuindorp Amstelstation,WK036355,7582.0,835.0,365.0,475.0,15.0,10.0,23.0,29.0,24.0,58.0,20.0,16.0,6.0,18.0,490.0,55.0,16.0,29.0,1.7,12.0,44.0,11.0,2.0,11.0,4.0,16.0,0.0,10.0,10.0,15.0,0.0,15.0,15.0,10.0,80.0,486.0,299.0,12.0,88.0,97.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,3.0,220.0,0.4,2020.0,20.0,185.0,35.0,0.1,1.0,36.0,78.3,1.2,1.1,0.1,39.1,101.7,0.1,2.7,157.8,538.6,2.7,7.6,21.8,31.0,1.5,0.0,51.0,420.3,0.5,4.1,102.2,501.1,0.1,2.3,246.7,1196.0,0.4,268.3,430.9,498.4,0.4,1.8,80.3,172.9,0.4,2.3,41.2,99.4,1.1,0.2,22.1,62.2,1.1,14.8,32.7,75.5,1.3,10.4,19.9,55.5,1.1,8.0,21.7,51.0,1.4,1.9,2.2,2.2,3.0,6.8,14.0,16.2,2.5,1.7,3.5,8.0,15.8,66.0,Frankendael
BU03635506,De Wetbuurt,WK036355,6493.0,1820.0,855.0,960.0,15.0,11.0,21.0,30.0,23.0,56.0,28.0,9.0,6.0,10.0,890.0,49.0,21.0,29.0,1.9,13.0,20.0,4.0,1.0,5.0,2.0,8.0,0.0,20.0,15.0,35.0,10.0,75.0,50.0,35.0,245.0,885.0,435.0,43.0,57.0,95.0,36.0,63.0,50.0,13.0,0.0,100.0,0.0,5.0,490.0,0.6,1777.0,60.0,405.0,85.0,0.4,1.0,34.3,76.8,1.3,1.2,0.1,36.7,99.7,0.2,2.6,149.1,525.3,2.8,7.4,21.5,31.0,1.5,0.0,47.6,407.5,0.3,3.5,95.2,478.8,0.4,1.9,232.9,1164.0,0.3,251.6,429.6,497.8,0.3,1.6,76.3,169.4,0.3,2.7,38.9,97.1,1.2,0.2,21.1,60.4,1.2,14.3,32.1,75.2,1.4,10.2,19.6,55.2,1.2,7.9,21.1,51.0,1.5,1.9,2.3,2.3,3.0,6.7,14.0,16.2,2.6,1.8,3.6,8.0,15.7,66.0,Frankendael
BU03635507,Tuindorp Frankendael,WK036355,7608.0,2740.0,1395.0,1345.0,14.0,6.0,34.0,25.0,20.0,60.0,23.0,13.0,4.0,13.0,1575.0,64.0,16.0,20.0,1.6,16.0,28.0,7.0,1.0,7.0,2.0,11.0,0.0,30.0,35.0,45.0,20.0,125.0,65.0,65.0,385.0,1525.0,383.0,13.0,87.0,96.0,13.0,87.0,61.0,25.0,0.0,79.0,21.0,4.0,700.0,0.4,1944.0,85.0,580.0,120.0,0.3,2.6,39.9,80.6,0.3,0.6,2.4,43.1,99.0,0.5,15.8,172.0,520.5,2.1,7.7,21.1,32.0,0.8,0.9,64.5,389.9,0.4,8.3,112.3,468.9,0.4,10.1,265.8,1120.0,0.9,227.8,429.4,498.5,0.2,8.5,78.2,172.4,0.3,5.1,44.1,102.3,0.3,2.6,25.2,61.6,0.6,14.0,31.9,74.6,0.7,10.0,20.8,54.6,1.0,7.0,20.9,50.6,1.8,2.1,1.1,1.5,2.8,6.3,14.0,17.0,1.9,1.1,3.1,8.0,16.0,66.4,Frankendael
BU03635508,Van der Kunbuurt,WK036355,8300.0,580.0,295.0,280.0,15.0,15.0,33.0,24.0,13.0,66.0,23.0,9.0,2.0,12.0,305.0,53.0,19.0,28.0,1.9,15.0,57.0,22.0,2.0,11.0,4.0,18.0,0.0,5.0,15.0,20.0,10.0,35.0,10.0,15.0,110.0,272.0,321.0,0.0,100.0,97.0,1.0,99.0,99.0,0.0,0.0,100.0,0.0,3.0,110.0,0.4,1472.0,10.0,85.0,25.0,0.6,3.8,45.8,97.7,1.1,0.9,3.3,56.2,130.9,0.7,9.9,261.8,773.1,2.4,11.3,22.7,32.0,0.5,2.9,123.2,542.3,0.5,12.2,197.7,703.1,0.4,26.4,530.7,1668.0,0.8,358.9,439.4,502.1,0.8,4.7,105.8,223.9,0.9,1.0,51.3,123.8,0.9,1.3,27.8,73.9,0.3,21.1,41.2,79.5,0.3,13.0,26.2,58.5,1.1,13.0,28.2,53.5,0.4,1.1,3.1,1.2,2.2,7.4,14.0,17.4,3.0,0.6,2.7,8.0,16.0,67.5,Frankendael
BU03635600,Linnaeusparkbuurt,WK036356,15541.0,2640.0,1305.0,1340.0,17.0,11.0,33.0,25.0,14.0,65.0,27.0,6.0,2.0,10.0,1325.0,46.0,25.0,29.0,2.0,21.0,10.0,1.0,1.0,2.0,1.0,5.0,0.0,20.0,80.0,50.0,70.0,235.0,105.0,90.0,650.0,1285.0,653.0,6.0,94.0,92.0,44.0,56.0,18.0,37.0,0.0,100.0,0.0,8.0,785.0,0.6,4567.0,75.0,620.0,165.0,0.3,8.9,42.6,81.5,0.7,0.4,9.3,48.2,105.3,0.2,34.0,188.8,606.9,1.2,9.0,22.2,31.7,0.3,6.0,81.6,475.5,0.2,16.5,134.1,580.2,0.1,41.2,316.0,1328.0,0.9,321.5,434.2,498.0,0.2,13.9,93.6,173.9,0.2,11.3,53.0,102.2,0.3,6.0,27.9,63.5,0.5,15.3,31.3,76.5,0.5,11.3,19.5,56.5,0.9,8.3,20.8,51.8,1.2,1.4,1.3,0.8,2.3,7.0,14.0,18.3,1.3,0.4,2.3,8.0,16.0,66.9,Middenmeer
BU03635601,Middenmeer Noord,WK036356,15200.0,2890.0,1355.0,1535.0,19.0,12.0,27.0,28.0,14.0,60.0,32.0,6.0,3.0,13.0,1295.0,37.0,25.0,38.0,2.2,18.0,11.0,3.0,0.0,2.0,1.0,5.0,0.0,30.0,30.0,55.0,40.0,190.0,100.0,90.0,535.0,1200.0,663.0,5.0,95.0,95.0,44.0,56.0,19.0,37.0,0.0,100.0,0.0,5.0,805.0,0.6,4328.0,75.0,675.0,130.0,0.2,5.7,40.3,74.7,0.8,0.5,8.0,43.8,98.8,0.3,29.2,164.2,547.2,1.0,8.6,21.0,31.4,0.6,3.7,66.9,439.7,0.4,13.9,114.5,529.1,0.2,33.1,264.7,1216.0,0.8,270.3,431.8,495.2,0.3,12.4,76.2,165.2,0.1,10.2,46.6,98.3,0.2,5.5,24.5,57.0,0.6,13.9,28.6,73.7,0.6,9.9,18.2,53.7,0.9,6.9,18.5,50.0,1.5,1.2,1.1,1.1,2.6,6.6,14.0,17.4,0.9,0.8,2.6,8.0,16.0,66.2,Middenmeer
BU03635602,Middenmeer Zuid,WK036356,12458.0,4985.0,2370.0,2615.0,19.0,12.0,32.0,25.0,12.0,64.0,26.0,7.0,3.0,18.0,2420.0,42.0,25.0,33.0,2.1,20.0,11.0,2.0,1.0,2.0,0.0,6.0,0.0,35.0,90.0,95.0,50.0,295.0,165.0,160.0,885.0,2312.0,523.0,4.0,96.0,95.0,45.0,55.0,8.0,47.0,0.0,100.0,0.0,5.0,1420.0,0.6,3587.0,100.0,1180.0,240.0,0.4,4.4,36.9,71.8,0.4,0.4,3.1,37.1,92.4,0.3,16.7,146.5,459.5,1.6,6.1,19.5,31.5,0.7,1.3,54.4,334.2,0.2,9.5,94.4,404.8,0.3,15.9,221.5,979.4,1.3,178.2,426.5,495.4,0.3,8.3,61.2,162.4,0.4,7.9,41.7,97.8,0.6,4.3,21.9,54.6,0.3,13.0,26.4,71.9,0.3,9.0,18.6,51.9,1.4,6.0,15.6,48.9,1.9,1.8,0.6,1.5,3.1,4.7,14.0,17.0,1.2,1.2,3.1,8.0,15.6,65.4,Middenmeer
BU03635603,Sportpark Middenmeer Zuid,WK036356,1419.0,295.0,135.0,165.0,9.0,3.0,17.0,23.0,48.0,40.0,31.0,12.0,18.0,17.0,185.0,57.0,27.0,16.0,1.6,16.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,10.0,40.0,189.0,520.0,2.0,98.0,96.0,56.0,44.0,40.0,4.0,0.0,100.0,0.0,4.0,115.0,0.6,549.0,5.0,100.0,15.0,0.7,2.1,32.5,74.0,0.5,0.4,1.3,31.4,88.2,0.4,10.0,139.8,403.6,2.1,5.0,19.0,31.0,1.0,0.2,46.6,255.4,0.5,7.3,78.9,334.2,0.4,7.0,190.1,821.7,1.7,137.1,420.0,494.8,0.6,6.2,53.1,161.8,0.5,4.9,37.5,98.1,0.8,2.5,20.1,53.9,0.6,12.0,24.0,70.2,0.6,8.0,18.0,50.2,1.8,5.0,13.0,48.2,2.2,2.3,0.5,1.8,3.3,4.0,14.0,17.0,1.8,1.4,3.3,8.0,15.0,64.2,Middenmeer
BU03635604,Sportpark Middenmeer Noord,WK036356,1042.0,250.0,170.0,85.0,1.0,62.0,36.0,1.0,0.0,94.0,5.0,1.0,0.0,0.0,240.0,97.0,2.0,1.0,1.0,7.0,69.0,6.0,1.0,6.0,1.0,55.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,10.0,25.0,251.0,75.0,0.0,100.0,96.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,4.0,10.0,0.0,46.0,5.0,10.0,0.0,0.9,1.0,25.0,62.0,1.0,0.4,2.0,28.0,73.1,0.9,9.0,117.1,303.3,1.9,4.0,19.0,30.0,1.3,0.0,39.0,153.4,0.7,5.0,71.0,233.3,0.4,4.0,154.0,576.7,1.7,92.2,417.0,486.0,0.7,2.0,46.0,141.1,0.6,3.0,32.0,91.0,1.1,0.0,17.0,51.0,0.5,9.0,20.0,68.0,0.5,6.0,15.0,48.0,1.8,4.0,11.0,46.0,2.4,2.1,0.6,2.0,3.7,2.0,14.0,17.0,1.5,1.9,3.7,8.0,14.0,62.0,Middenmeer
BU03635605,Park de Meer,WK036356,6023.0,1565.0,750.0,815.0,13.0,13.0,20.0,38.0,17.0,53.0,37.0,7.0,3.0,8.0,710.0,35.0,30.0,35.0,2.2,16.0,25.0,6.0,1.0,7.0,2.0,9.0,0.0,5.0,10.0,20.0,15.0,75.0,40.0,25.0,185.0,699.0,575.0,30.0,70.0,97.0,64.0,36.0,27.0,9.0,0.0,0.0,100.0,3.0,475.0,0.7,1830.0,30.0,380.0,95.0,0.8,0.8,19.7,67.0,0.8,1.3,0.0,21.2,72.0,0.7,3.4,75.0,295.1,1.8,3.7,19.0,31.0,0.8,1.5,16.9,111.7,0.9,1.5,38.7,215.3,0.6,5.0,100.9,470.9,2.4,69.6,413.9,492.3,0.8,2.1,38.9,144.9,0.9,1.3,32.9,95.5,1.2,0.1,17.0,55.2,1.6,6.8,19.8,69.4,1.6,4.0,15.2,49.4,2.5,2.8,11.0,46.9,1.7,1.5,1.5,1.5,4.0,1.2,14.0,17.0,1.5,1.3,2.8,8.0,13.2,63.0,Middenmeer
BU03635606,Sportpark Voorland,WK036356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999999.0,Middenmeer
BU03635607,Science Park Noord,WK036356,6400.0,2625.0,1215.0,1410.0,6.0,45.0,37.0,10.0,2.0,85.0,13.0,2.0,0.0,8.0,1935.0,75.0,17.0,7.0,1.4,37.0,22.0,1.0,1.0,3.0,2.0,15.0,0.0,10.0,40.0,60.0,15.0,100.0,45.0,45.0,315.0,1847.0,287.0,0.0,100.0,95.0,14.0,86.0,73.0,13.0,0.0,0.0,100.0,5.0,330.0,0.2,812.0,35.0,260.0,70.0,0.9,2.8,32.4,66.6,1.1,0.3,4.1,36.2,88.4,0.8,4.1,139.2,439.2,1.6,6.0,19.0,29.3,0.5,1.3,50.1,334.1,0.5,5.0,87.1,387.8,0.3,6.8,190.0,944.5,1.5,179.0,427.8,486.3,0.2,4.6,53.1,152.1,0.9,2.8,37.0,94.4,0.9,1.7,18.7,50.1,1.0,11.9,21.0,71.6,1.0,8.3,15.4,51.6,1.5,5.4,11.5,48.6,1.7,1.8,1.2,1.3,3.2,4.2,14.0,17.2,0.8,1.6,3.2,8.0,14.7,63.9,Middenmeer
BU03635608,Science Park Zuid,WK036356,407.0,285.0,160.0,120.0,2.0,49.0,41.0,4.0,3.0,92.0,6.0,2.0,1.0,7.0,265.0,94.0,3.0,3.0,1.1,12.0,57.0,2.0,0.0,4.0,1.0,51.0,0.0,5.0,15.0,30.0,10.0,40.0,10.0,15.0,125.0,243.0,122.0,1.0,99.0,98.0,0.0,100.0,99.0,1.0,0.0,1.0,99.0,2.0,45.0,0.2,62.0,0.0,30.0,15.0,1.9,0.0,13.6,45.4,2.0,1.1,0.9,17.8,53.7,1.9,0.0,70.8,181.5,3.0,2.0,17.9,29.2,1.8,0.0,19.4,74.6,1.7,0.0,36.9,131.1,0.9,1.8,79.3,316.4,2.7,44.6,404.6,480.0,1.3,0.0,27.3,94.1,1.6,0.0,16.8,64.1,2.1,0.0,10.3,36.2,1.6,6.3,13.9,66.5,1.6,4.6,9.9,46.5,2.8,1.8,7.0,45.6,2.9,3.1,1.9,2.5,4.4,1.0,13.9,17.1,2.0,2.9,4.4,6.7,12.2,61.9,Middenmeer
BU03635700,Betondorp,WK036357,7116.0,3130.0,1460.0,1675.0,13.0,8.0,27.0,28.0,24.0,57.0,24.0,14.0,5.0,13.0,1870.0,57.0,21.0,22.0,1.7,13.0,26.0,6.0,1.0,7.0,2.0,10.0,0.0,25.0,45.0,40.0,15.0,100.0,60.0,55.0,340.0,1954.0,360.0,31.0,69.0,93.0,17.0,83.0,73.0,10.0,0.0,100.0,0.0,7.0,980.0,0.5,2236.0,100.0,860.0,120.0,0.3,1.0,18.3,68.7,0.3,1.4,0.0,20.1,74.0,0.2,3.6,73.9,308.9,1.9,3.9,19.0,31.0,0.3,1.3,17.7,120.3,1.0,0.8,47.2,227.8,0.2,3.7,104.8,512.0,2.2,76.3,414.2,493.0,0.3,2.1,36.5,149.7,0.4,1.2,33.3,95.9,1.3,0.0,17.3,56.0,1.7,7.0,21.5,69.7,1.7,4.5,16.6,49.7,2.2,2.5,11.8,46.7,1.8,1.6,1.6,1.6,4.0,1.5,14.0,17.0,1.6,1.5,2.9,8.0,12.9,63.1,Betondorp
BU03635701,Nieuwe Oosterbegraafplaats,WK036357,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999999.0,Betondorp
BU03635702,Drieburg,WK036357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999999.0,Betondorp
BU03635801,Weespertrekvaart,WK036358,1861.0,855.0,470.0,385.0,7.0,12.0,66.0,12.0,3.0,82.0,15.0,3.0,1.0,18.0,460.0,55.0,33.0,12.0,1.6,25.0,23.0,2.0,2.0,4.0,2.0,13.0,0.0,25.0,60.0,75.0,65.0,100.0,30.0,40.0,390.0,1129.0,0.0,1.0,99.0,31.0,5.0,95.0,0.0,95.0,0.0,3.0,97.0,69.0,265.0,0.6,578.0,45.0,165.0,100.0,2.3,0.0,1.3,33.6,2.3,2.1,0.0,1.7,35.4,2.0,0.0,8.4,157.1,4.3,1.5,20.0,30.7,0.5,1.0,2.5,48.1,1.0,0.3,9.7,125.9,0.5,1.3,18.0,268.4,1.0,30.6,410.9,492.6,2.2,0.0,3.7,85.1,2.2,0.0,4.5,50.8,2.2,0.0,3.3,31.4,3.2,0.3,15.6,57.6,3.2,0.3,12.2,41.0,3.8,0.0,8.8,40.1,2.0,3.9,4.7,2.3,4.7,1.0,12.3,15.9,3.9,3.9,4.5,7.2,13.0,66.0,Omval/Overamstel
